0,1,2,3,4
1957 National League Team Standings1957 All-Star Game| 1957 Team Standings |1957 World Series,,,,
Team [Click for roster],Wins,Losses,WP,GB
Milwaukee Braves,95,59,.617,0
St. Louis Cardinals,87,67,.565,8
Brooklyn Dodgers,84,70,.545,11
Cincinnati Redlegs,80,74,.519,15
Philadelphia Phillies,77,77,.500,18
New York Giants,69,85,.448,26
Pittsburgh Pirates,62,92,.403,33
Chicago Cubs,62,92,.403,33
