0,1,2
1921 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Pittsburgh,88
ERA,Pittsburgh,3.17
Fewest Hits Allowed,Pittsburgh,"1,448"
Fewest Home Runs Allowed,Pittsburgh,37
Fewest Walks Allowed,New York,295
Saves,New York,18
Shutouts,Boston,11
Strikeouts,Pittsburgh,500
Statistic,Team,#
