0,1,2
1915 Federal League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,St. Louis,576
Batting Average,Brooklyn,.268
Doubles,Newark,210
Hits,Brooklyn,"1,348"
Home Runs,Chicago,50
On Base Percentage,St. Louis,.340
Runs,Brooklyn,647
Slugging Average,Brooklyn,.360
Stolen Bases,Brooklyn,249
Triples,St. Louis,81
Statistic,Team,#
