0,1,2
1973 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Montreal,695
Batting Average,Atlanta,.266
Doubles,Pittsburgh,257
Hits,Atlanta,"1,497"
Home Runs,Atlanta,206
On Base Percentage,Atlanta,.341
Runs,Atlanta,799
Slugging Average,Atlanta,.427
Stolen Bases,Cincinnati,148
Triples,San Francisco,52
