0,1,2
1919 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Brooklyn,98
ERA,Chicago,2.21
Fewest Hits Allowed,Cincinnati,"1,104"
Fewest Home Runs Allowed,Chicago,14
Fewest Walks Allowed,Pittsburgh,263
Saves,New York,13
Shutouts,Cincinnati,23
Strikeouts,Chicago,495
Statistic,Team,#
