0,1,2
1963 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Milwaukee,525
Batting Average,St. Louis,.271
Doubles,St. Louis,231
Hits,St. Louis,"1,540"
Home Runs,San Francisco,197
On Base Percentage,St. Louis,.328
Runs,St. Louis,747
Slugging Average,San Francisco,.414
Stolen Bases,Los Angeles,124
Triples,St. Louis,66
