0,1,2
1975 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Cincinnati,691
Batting Average,St. Louis,.273
Doubles,Philadelphia,283
Hits,St. Louis,"1,527"
Home Runs,Pittsburgh,138
On Base Percentage,Cincinnati,.355
Runs,Cincinnati,840
Slugging Average,Pittsburgh,.402
Stolen Bases,Cincinnati,168
Triples,Houston,54
