0,1,2
1883 American Association Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Philadelphia,200
Batting Average,Philadelphia,.262
Doubles,Philadelphia,149
Hits,Philadelphia,974
Home Runs,Cincinnati,34
On Base Percentage,Philadelphia,.300
Runs,Philadelphia,720
Slugging Average,Cincinnati,.363
Triples,Columbus,79
Statistic,Team,#
