0,1,2
1996 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,San Francisco,615
Batting Average,Colorado,.287
Doubles,Pittsburgh,319
Hits,Colorado,"1,607"
Home Runs,Colorado,221
On Base Percentage,Colorado,.357
Runs,Colorado,961
Slugging Average,Colorado,.472
Stolen Bases,Colorado,201
Triples,New York,47
