0,1,2
1990 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Philadelphia,582
Pittsburgh,,
Batting Average,Cincinnati,.265
Doubles,Pittsburgh,288
Hits,Chicago,"1,474"
Home Runs,New York,172
On Base Percentage,Pittsburgh,.334
Runs,New York,775
Slugging Average,New York,.408
Stolen Bases,Montreal,235
Triples,Montreal,43
