0,1,2
1893 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Boston,561
Batting Average,Philadelphia,.301
Doubles,Philadelphia,246
Hits,Philadelphia,"1,553"
Home Runs,Philadelphia,80
On Base Percentage,Pittsburgh,.377
Runs,Philadelphia,"1,011"
Slugging Average,Philadelphia,.431
Stolen Bases,New York,299
Triples,Pittsburgh,127
Statistic,Team,#
