0,1,2
1950 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,New York,627
Batting Average,Brooklyn,.272
Doubles,Cincinnati,257
Hits,Brooklyn,"1,461"
Home Runs,Brooklyn,194
On Base Percentage,Brooklyn,.349
Runs,Brooklyn,847
Slugging Average,Brooklyn,.444
Stolen Bases,Brooklyn,77
Triples,Pittsburgh,59
