0,1,2
1891 American Association Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Boston,651
Batting Average,Boston,.274
Doubles,Philadelphia,182
Hits,Boston,"1,341"
Home Runs,St. Louis,58
On Base Percentage,Boston,.367
Runs,Boston,"1,028"
Slugging Average,Boston,.380
Triples,Philadelphia,123
