0,1,2
1923 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,New York,487
Batting Average,New York,.295
Doubles,St. Louis,274
Hits,New York,"1,610"
Home Runs,Philadelphia,112
On Base Percentage,New York,.356
Runs,New York,854
Slugging Average,New York,.415
Stolen Bases,Chicago,181
Triples,Pittsburgh,111
