0,1,2
1918 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Pittsburgh,371
Batting Average,Cincinnati,.278
Doubles,Cincinnati,165
Hits,Cincinnati,"1,185"
Home Runs,St. Louis,27
On Base Percentage,Cincinnati,.330
Runs,Chicago,538
Slugging Average,Cincinnati,.366
Stolen Bases,Pittsburgh,200
Triples,Cincinnati,84
Statistic,Team,#
