0,1,2
1909 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,St. Louis,568
Batting Average,Pittsburgh,.260
Doubles,Pittsburgh,218
Hits,Pittsburgh,"1,332"
Home Runs,New York,26
On Base Percentage,New York,.329
Runs,Pittsburgh,699
Slugging Average,Pittsburgh,.353
Stolen Bases,Cincinnati,280
Triples,Pittsburgh,92
Statistic,Team,#
