0,1,2
1921 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,New York,469
Batting Average,St. Louis,.308
Doubles,St. Louis,260
Hits,St. Louis,"1,635"
Home Runs,Philadelphia,88
On Base Percentage,New York,.359
Runs,New York,840
Slugging Average,St. Louis,.437
Stolen Bases,New York,137
Triples,Pittsburgh,104
Statistic,Team,#
