0,1,2
1975 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Los Angeles,51
ERA,Los Angeles,2.93
Fewest Hits Allowed,Los Angeles,"1,215"
Fewest Home Runs Allowed,Pittsburgh,79
Fewest Walks Allowed,Los Angeles,448
Saves,Cincinnati,50
Shutouts,Los Angeles,18
Strikeouts,New York,989
