0,1,2
1956 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Brooklyn,649
Batting Average,St. Louis,.268
Doubles,St. Louis,234
Hits,St. Louis,"1,443"
Home Runs,Cincinnati,221
On Base Percentage,Brooklyn,.344
Runs,Cincinnati,775
Slugging Average,Cincinnati,.441
Stolen Bases,New York,67
Triples,Pittsburgh,57
