0,1,2,3,4
1932 National League Team Standings1932 Team Standings |1932 World Series,,,,
Team | Roster,Wins,Losses,WP,GB
Chicago Cubs,90,64,.584,0
Pittsburgh Pirates,86,68,.558,4
Brooklyn Dodgers,81,73,.526,9
Philadelphia Phillies,78,76,.506,12
Boston Braves,77,77,.500,13
St.Louis Cardinals,72,82,.468,18
New York Giants,72,82,.468,18
Cincinnati Reds,60,94,.390,30
Team | Roster,Wins,Losses,WP,GB
1932 National League Standings,,,,
