0,1,2
1972 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,St. Louis,64
ERA,Los Angeles,2.78
Fewest Hits Allowed,Los Angeles,"1,196"
Fewest Home Runs Allowed,Los Angeles,83
Fewest Walks Allowed,Chicago,421
Saves,Cincinnati,60
Shutouts,Los Angeles,23
Strikeouts,New York,"1,059"
