0,1,2
1903 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Cincinnati,126
Philadelphia,,
ERA,Chicago,2.77
Fewest Hits Allowed,Chicago,"1,182"
Fewest Home Runs Allowed,Pittsburgh,9
Fewest Walks Allowed,Chicago,354
Saves,New York,8
Shutouts,Pittsburgh,16
Strikeouts,New York,628
Statistic,Team,#
