0,1,2
1930 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Chicago,588
Batting Average,New York,.319
Doubles,St. Louis,373
Hits,Philadelphia,"1,783"
Home Runs,Chicago,171
On Base Percentage,Chicago,.378
Runs,St. Louis,"1,004"
Slugging Average,Chicago,.481
Stolen Bases,Pittsburgh,76
Triples,Pittsburgh,119
