0,1,2
1980 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,San Diego,563
Batting Average,St. Louis,.275
Doubles,St. Louis,300
Hits,St. Louis,"1,541"
Home Runs,Los Angeles,148
On Base Percentage,St. Louis,.331
Runs,St. Louis,738
Slugging Average,St. Louis,.400
Stolen Bases,San Diego,239
Triples,Houston,67
