0,1,2
1896 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Washington,516
Batting Average,Baltimore,.328
Doubles,Philadelphia,234
Hits,Baltimore,"1,548"
Home Runs,Philadelphia,49
On Base Percentage,Baltimore,.393
Runs,Baltimore,995
Slugging Average,Baltimore,.429
Stolen Bases,Baltimore,441
Triples,Baltimore,100
Statistic,Team,#
