0,1,2
1936 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Pittsburgh,517
Batting Average,Pittsburgh,.286
Doubles,St. Louis,332
Hits,Pittsburgh,"1,596"
Home Runs,Philadelphia,103
On Base Percentage,Pittsburgh,.349
Runs,Pittsburgh,804
Slugging Average,St. Louis,.410
Stolen Bases,St. Louis,69
Triples,Pittsburgh,80
Statistic,Team,#
1936 National League Team Review,,
