0,1,2
1977 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Houston,37
ERA,Los Angeles,3.23
Fewest Hits Allowed,New York,"1,378"
Fewest Home Runs Allowed,Houston,110
Fewest Walks Allowed,Los Angeles,438
Saves,Philadelphia,47
Shutouts,Pittsburgh,15
Strikeouts,Chicago,942
