0,1,2
1970 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Chicago,59
ERA,New York,3.45
Fewest Hits Allowed,New York,"1,260"
Fewest Home Runs Allowed,St. Louis,102
Fewest Walks Allowed,Chicago,475
Saves,Cincinnati,60
Shutouts,Los Angeles,17
Strikeouts,New York,"1,064"
