0,1,2
1917 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Boston,103
ERA,New York,2.27
Fewest Hits Allowed,New York,"1,221"
Fewest Home Runs Allowed,Pittsburgh,14
Fewest Walks Allowed,Philadelphia,325
Saves,New York,14
Shutouts,Philadelphia,22
Strikeouts,Chicago,654
Statistic,Team,#
