0,1,2
1951 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Boston,73
ERA,New York,3.48
Fewest Hits Allowed,New York,"1,334"
Fewest Home Runs Allowed,Boston,96
Fewest Walks Allowed,New York,482
Saves,Cincinnati,23
St. Louis,,
Shutouts,Philadelphia,19
Strikeouts,Brooklyn,693
