0,1,2
1929 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Chicago,589
Batting Average,Philadelphia,.309
Doubles,Chicago,310
St. Louis,,
Hits,Philadelphia,"1,693"
Home Runs,Philadelphia,153
On Base Percentage,Philadelphia,.377
Runs,Chicago,982
Slugging Average,Philadelphia,.467
Stolen Bases,Cincinnati,134
Triples,Pittsburgh,116
