0,1,2,3,4
1878 National LeagueTeam Standings,,,,
Team | Roster,W,L,WP,GB
Boston Red Caps,41,19,.683,0
Cincinnati Reds,37,23,.617,4
Providence Grays,33,27,.550,8
Chicago White Stockings,30,30,.500,11
Indianapolis Blues,24,36,.400,17
Milwaukee Grays,15,45,.250,26
Team | Roster,W,L,WP,GB
