0,1,2,3,4
1963 National League Team Standings1963 All-Star Game| 1963 Team Standings |1963 World Series,,,,
Team [Click for roster],Wins,Losses,WP,GB
Los Angeles Dodgers,99,63,.611,0
St. Louis Cardinals,93,69,.574,6
San Francisco Giants,88,74,.543,11
Philadelphia Phillies,87,75,.537,12
Cincinnati Reds,86,76,.531,13
Milwaukee Braves,84,78,.519,15
Chicago Cubs,82,80,.506,17
Pittsburgh Pirates,74,88,.457,25
Houston Colt .45s,66,96,.407,33
New York Mets,51,111,.315,48
