0,1,2
1876 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Hartford,69
ERA,St. Louis,1.22
Fewest Hits Allowed,St. Louis,472
Fewest Home Runs Allowed,Hartford,2
Philadelphia,,
Fewest Walks Allowed,New York,24
Saves,Boston,7
Shutouts,St. Louis,16
Strikeouts,Louisville,125
Statistic,Team,#
