0,1,2
1894 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Chicago,117
ERA,New York,3.83
Fewest Hits Allowed,New York,"1,292"
Fewest Home Runs Allowed,Baltimore,31
Fewest Walks Allowed,Boston,411
Saves,Baltimore,11
Shutouts,Cleveland,6
Strikeouts,New York,395
Statistic,Team,#
