0,1,2
1892 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Brooklyn,629
Batting Average,Brooklyn,.262
Doubles,Philadelphia,225
Hits,Brooklyn,"1,439"
Home Runs,Philadelphia,50
On Base Percentage,Brooklyn,.344
Runs,Brooklyn,935
Slugging Average,Philadelphia,.367
Stolen Bases,Brooklyn,409
Triples,Baltimore,111
Statistic,Team,#
