0,1,2
1922 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Cincinnati,88
Pittsburgh,,
ERA,New York,3.45
Fewest Hits Allowed,New York,"1,454"
Fewest Home Runs Allowed,Cincinnati,49
Fewest Walks Allowed,Cincinnati,326
Saves,New York,15
Shutouts,Pittsburgh,15
Strikeouts,Brooklyn,499
Statistic,Team,#
