0,1,2
1983 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Montreal,38
ERA,Los Angeles,3.11
Fewest Hits Allowed,Houston,"1,276"
Fewest Home Runs Allowed,Houston,94
Fewest Walks Allowed,Philadelphia,464
Saves,Atlanta,48
Houston,,
Shutouts,Montreal,15
Strikeouts,Philadelphia,"1,092"
