0,1,2
1943 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Brooklyn,580
Batting Average,St. Louis,.279
Doubles,Brooklyn,263
Hits,St. Louis,"1,515"
Home Runs,New York,81
On Base Percentage,Brooklyn,.346
Runs,Brooklyn,716
Slugging Average,St. Louis,.391
Stolen Bases,Pittsburgh,64
Triples,Pittsburgh,73
