0,1,2
1998 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,San Francisco,678
Batting Average,Colorado,.291
Doubles,Colorado,333
Hits,Colorado,"1,640"
Home Runs,St. Louis,223
On Base Percentage,Houston,.359
Runs,Houston,874
Slugging Average,Colorado,.461
Stolen Bases,Pittsburgh,159
Triples,Arizona,46
