0,1,2
1942 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Brooklyn,572
Batting Average,St. Louis,.268
Doubles,St. Louis,282
Hits,St. Louis,"1,454"
Home Runs,New York,109
On Base Percentage,St. Louis,.338
Runs,St. Louis,755
Slugging Average,St. Louis,.379
Stolen Bases,Brooklyn,81
Triples,St. Louis,69
