0,1,2
1958 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Philadelphia,573
Batting Average,Milwaukee,.266
Doubles,Pittsburgh,68
Hits,Philadelphia,"1,424"
Home Runs,Chicago,182
On Base Percentage,Philadelphia,.341
Runs,San Francisco,727
Slugging Average,Chicago,.426
Stolen Bases,Los Angeles,73
Triples,Pittsburgh,68
