0,1,2
1894 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Washington,617
Batting Average,Philadelphia,.349
Doubles,Boston,272
Hits,Philadelphia,"1,732"
Home Runs,Boston,103
On Base Percentage,Baltimore,.418
Runs,Boston,"1,220"
Slugging Average,Boston,.484
Stolen Bases,Chicago,327
Triples,Baltimore,150
Statistic,Team,#
