0,1,2,3,4
1917 National League Standings1915 Team Standings |1915 World Series,,,,
Team | Roster,W,L,WP,GB
New York Giants,98,56,.636,0
Philadelphia Phillies,87,65,.572,10
St. Louis Cardinals,82,70,.539,15
Cincinnati Reds,78,76,.506,20
Chicago Cubs,74,80,.481,24
Boston Braves,72,81,.471,25½
Brooklyn Robins,70,81,.464,26½
Pittsburgh Pirates,51,103,.331,47
Team | Roster,W,L,WP,GB
