0,1,2,3,4,5
1890 American AssociationTeam Standings,,,,,
Team [Click for roster],Wins,Losses,Ties,WP,GB
Louisville Colonels,88,44,4,.667,0
Columbus Colts,79,55,6,.590,10
St. Louis Browns,78,58,3,.574,12
Toledo Maumees,68,64,2,.515,20
Rochester Rochesters,63,63,7,.500,22
Baltimore Orioles,15,19,4,.441,24
Syracuse Stars,55,72,1,.433,30½
Philadelphia Athletics,54,78,0,.409,34
Brooklyn Gladiators,26,73,1,.263,45½
