0,1,2
1953 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Brooklyn,655
Batting Average,Brooklyn,.285
Doubles,St. Louis,281
Hits,Brooklyn,"1,529"
Home Runs,Brooklyn,208
On Base Percentage,Brooklyn,.366
Runs,Brooklyn,955
Slugging Average,Brooklyn,.474
Stolen Bases,Brooklyn,90
Triples,Philadelphia,62
Statistic,Team,#
1953 National League Team Review,,
