0,1,2
1904 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,New York,434
Batting Average,New York,.262
Doubles,New York,202
Hits,New York,"1,347"
Home Runs,New York,31
On Base Percentage,New York,.328
Runs,New York,744
Slugging Average,New York,.344
Stolen Bases,New York,283
Triples,Pittsburgh,102
Statistic,Team,#
