0,1,2
1964 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,San Francisco,505
Batting Average,Milwaukee,.272
Doubles,Milwaukee,274
Hits,St. Louis,"1,531"
Home Runs,San Francisco,165
On Base Percentage,Milwaukee,.335
Runs,Milwaukee,803
Slugging Average,Milwaukee,.418
Stolen Bases,Los Angeles,141
Triples,Pittsburgh,54
