0,1,2
1948 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Boston,671
Batting Average,Boston,.275
Doubles,Boston,272
Hits,Boston,"1,458"
Home Runs,New York,164
On Base Percentage,Boston,.359
Runs,New York,780
Slugging Average,New York,.408
Stolen Bases,Brooklyn,114
Triples,St. Louis,58
