0,1,2
1950 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Boston,88
ERA,Philadelphia,3.50
Fewest Hits Allowed,New York,"1,268"
Fewest Home Runs Allowed,St. Louis,119
Fewest Walks Allowed,Philadelphia,530
Saves,Philadelphia,27
Shutouts,New York,19
Strikeouts,Brooklyn,772
