0,1,2
1970 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,San Francisco,729
Batting Average,Pittsburgh,.270
Doubles,San Francisco,257
Hits,Pittsburgh,"1,522"
Home Runs,Cincinnati,191
On Base Percentage,San Francisco,.353
Runs,San Francisco,831
Slugging Average,Cincinnati,.436
Stolen Bases,Los Angeles,138
Triples,Pittsburgh,70
