0,1,2
1889 American Association Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Brooklyn,550
Batting Average,Philadelphia,.275
Doubles,Philadelphia,239
Hits,Philadelphia,"1,339"
Home Runs,St. Louis,58
On Base Percentage,Philadelphia,.354
Runs,Brooklyn,995
Slugging Average,Cincinnati,.382
Triples,Cincinnati,96
Statistic,Team,#
