0,1,2
1951 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,New York,671
Batting Average,Brooklyn,.275
Doubles,Brooklyn,249
Hits,Brooklyn,"1,511"
Home Runs,Brooklyn,184
On Base Percentage,Brooklyn,.352
Runs,Brooklyn,855
Slugging Average,Brooklyn,.434
Stolen Bases,Brooklyn,89
Triples,St. Louis,57
