0,1,2
1928 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,St. Louis,568
Batting Average,Pittsburgh,.309
Doubles,St. Louis,292
Hits,Pittsburgh,"1,659"
Home Runs,New York,118
On Base Percentage,Pittsburgh,.364
Runs,Pittsburgh,837
Slugging Average,New York,.430
Stolen Bases,Chicago,83
Cincinnati,,
Triples,Pittsburgh,100
