0,1,2
1986 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,New York,631
Batting Average,New York,.263
Doubles,Pittsburgh,273
Hits,New York,"1,462"
Home Runs,Chicago,155
On Base Percentage,New York,.341
Runs,New York,783
Slugging Average,New York,.401
Stolen Bases,St. Louis,262
Triples,Montreal,50
