0,1,2
1924 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Chicago,469
Batting Average,New York,.300
Doubles,St. Louis,270
Hits,New York,"1,634"
Home Runs,New York,95
On Base Percentage,New York,.358
Runs,New York,857
Slugging Average,New York,.432
Stolen Bases,Pittsburgh,181
Triples,Pittsburgh,122
