0,1,2
1888 American Association Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,St. Louis,410
Batting Average,St. Louis,.250
Doubles,Philadelphia,183
Hits,Philadelphia,"1,209"
Home Runs,St. Louis,36
On Base Percentage,St. Louis,.316
Runs,Philadelphia,827
Slugging Average,Philadelphia,.344
Triples,Philadelphia,89
Statistic,Team,#
