0,1,2
1912 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,Pittsburgh,94
ERA,New York,2.59
Fewest Hits Allowed,Pittsburgh,"1,268"
Fewest Home Runs Allowed,Cincinnati,28
Pittsburgh,,
Fewest Walks Allowed,New York,338
Saves,New York,16
Shutouts,Pittsburgh,18
Strikeouts,Pittsburgh,664
Statistic,Team,#
