0,1,2
1989 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Montreal,572
Batting Average,Chicago,.261
Doubles,New York,280
Hits,Chicago,"1,438"
Home Runs,New York,147
On Base Percentage,St. Louis,.323
Runs,Chicago,702
Slugging Average,San Francisco,.390
Stolen Bases,Montreal,160
Triples,Pittsburgh,53
