0,1,2
1883 American Association Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,New York,79
ERA,St. Louis,2.23
Fewest Hits Allowed,St. Louis,729
Fewest Home Runs Allowed,Louisville,7
St. Louis,,
Fewest Walks Allowed,Philadelphia,95
Saves,Pittsburgh,1
St. Louis,,
Shutouts,St. Louis,9
Strikeouts,New York,490
Statistic,Team,#
