0,1,2
1898 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Cleveland,545
Batting Average,Baltimore,.302
Doubles,Philadelphia,238
Hits,Baltimore,"1,584"
Home Runs,Boston,53
On Base Percentage,Baltimore,.382
Runs,Baltimore,933
Slugging Average,Boston,.377
Stolen Bases,Baltimore,250
Triples,Cincinnati,101
Statistic,Team,#
