0,1,2
1937 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Chicago,538
Batting Average,Chicago,.287
Doubles,St. Louis,264
Hits,Pittsburgh,"1,550"
Home Runs,New York,111
On Base Percentage,Chicago,.355
Runs,Chicago,811
Slugging Average,Chicago,.416
Stolen Bases,St. Louis,78
Triples,Pittsburgh,86
