0,1,2
1939 National League Team ReviewHitting Statistics League Leaderboard,,
Statistic,Team,#
Base on Balls,Brooklyn,564
Batting Average,St. Louis,.294
Doubles,St. Louis,332
Hits,St. Louis,"1,601"
Home Runs,New York,116
On Base Percentage,St. Louis,.354
Runs,St. Louis,779
Slugging Average,St. Louis,.432
Stolen Bases,Chicago,61
Triples,Chicago,62
St. Louis,,
