0,1,2
1980 National League Team ReviewPitching Statistics League Leaderboard,,
Statistic,Team,#
Complete Games,St. Louis,34
ERA,Houston,3.11
Fewest Hits Allowed,Los Angeles,"1,358"
Fewest Home Runs Allowed,Houston,69
Fewest Walks Allowed,Pittsburgh,451
Saves,Pittsburgh,43
Shutouts,Los Angeles,19
Strikeouts,Houston,929
